Process ID: Processor: Memory Requirement: Waiting Time: Burst Time: Turn Around Time:
1,1,1604,0,1918875024,1918875024
2,5,15999450,1918875024,9091289388,11010164412
3,6,2950,11010164412,7544592651,18554757063
4,5,1722,18554757063,8769921246,27324678309
5,5,2976,27324678309,8242447949,35567126258
6,3,2999,35567126258,1534878107,37102004365
7,4,2038,37102004365,7825712266,44927716631
8,6,15999488,44927716631,3723822614,48651539245
9,4,15999159,48651539245,4353735683,53005274928
10,6,1576,53005274928,8445255736,61450530664
11,5,1336,61450530664,2937674060,64388204724
12,3,1330,64388204724,800238246,65188442970
13,2,1806,65188442970,250560762,65439003732
14,5,2836,65439003732,7089379736,72528383468
15,4,1899,72528383468,8180524983,80708908451
16,1,1455,80708908451,1148644160,81857552611
17,5,3212,81857552611,9503256120,91360808731
18,6,2068,91360808731,4550386831,95911195562
19,6,1302,95911195562,7062513828,102973709390
20,5,1285,102973709390,4486110706,107459820096
21,5,1165,107459820096,9569752590,117029572686
22,4,15999952,117029572686,4204174671,121233747357
23,4,2707,121233747357,4672395095,125906142452
24,5,3484,125906142452,2963240246,128869382698
25,5,1172,128869382698,4035406612,132904789310
26,5,1809,132904789310,3070224544,135975013854
27,6,1025,135975013854,9389540581,145364554435
28,6,3514,145364554435,6577506794,151942061229
29,4,1288,151942061229,2840455935,154782517164
30,5,2338,154782517164,8985867914,163768385078
31,5,1379,163768385078,9986982266,173755367344
32,5,2170,173755367344,4621573055,178376940399
33,5,1367,178376940399,7335319354,185712259753
34,1,2102,185712259753,289594709,186001854462
35,4,2506,186001854462,6683514034,192685368496
36,5,1317,192685368496,3072327698,195757696194
37,4,1745,195757696194,7784275862,203541972056
38,6,3417,203541972056,5142682944,208684655000
39,4,1493,208684655000,8845233639,217529888639
40,5,1477,217529888639,4702066354,222231954993
41,6,15999985,222231954993,5308410659,227540365652
42,3,1798,227540365652,1834049926,229374415578
43,1,1784,229374415578,4212094,229378627672
44,5,1308,229378627672,3786126605,233164754277
45,5,2776,233164754277,3717491489,236882245766
46,5,3232,236882245766,5207835598,242090081364
47,4,15999548,242090081364,596898733,242686980097
48,5,1977,242686980097,7245046647,249932026744
49,6,2635,249932026744,6372326165,256304352909
50,6,2954,256304352909,7631108242,263935461151
51,6,1247,263935461151,6379035786,270314496937
52,2,1633,270314496937,212113792,270526610729
53,6,15998743,270526610729,1955824376,272482435105
54,5,1666,272482435105,2431143250,274913578355
55,5,15999655,274913578355,3049769503,277963347858
56,5,1275,277963347858,4682067367,282645415225
57,6,1703,282645415225,6611731924,289257147149
58,5,15999041,289257147149,2364009790,291621156939
59,4,1618,291621156939,3349902338,294971059277
60,4,2718,294971059277,8799040729,303770100006
61,2,1995,303770100006,903969379,304674069385
62,4,2900,304674069385,3580005035,308254074420
63,5,1972,308254074420,4639301524,312893375944
64,5,1589,312893375944,3841073852,316734449796
65,2,3469,316734449796,1368115300,318102565096
66,4,15999611,318102565096,3587131731,321689696827
67,6,2069,321689696827,7951299866,329640996693
68,3,3558,329640996693,779476219,330420472912
69,6,1373,330420472912,4779530792,335200003704
70,4,1040,335200003704,5208205852,340408209556
71,6,3756,340408209556,9177511108,349585720664
72,5,2145,349585720664,9161741535,358747462199
73,6,1482,358747462199,4436427061,363183889260
74,1,1872,363183889260,1331808533,364515697793
75,4,2163,364515697793,6582319271,371098017064
76,4,15999688,371098017064,4621186973,375719204037
77,6,4085,375719204037,7848163186,383567367223
78,4,2694,383567367223,7190669469,390758036692
79,4,15999896,390758036692,2065501504,392823538196
80,6,1213,392823538196,2010597086,394834135282
81,6,1604,394834135282,8652381323,403486516605
82,5,2627,403486516605,9065487985,412552004590
83,4,1118,412552004590,2679991724,415231996314
84,6,3099,415231996314,5569387191,420801383505
85,6,1646,420801383505,4393560037,425194943542
86,6,3014,425194943542,5831654346,431026597888
87,4,1975,431026597888,3853709702,434880307590
88,2,3232,434880307590,612367999,435492675589
89,5,2564,435492675589,3548430082,439041105671
90,5,1563,439041105671,4493855553,443534961224
91,4,15999400,443534961224,3787854125,447322815349
92,5,2564,447322815349,5155559134,452478374483
93,6,1628,452478374483,7372750261,459851124744
94,3,2525,459851124744,504805256,460355930000
95,6,3614,460355930000,3953841122,464309771122
96,6,2428,464309771122,6709591001,471019362123
97,6,15999633,471019362123,8814174974,479833537097
98,5,1699,479833537097,2965121122,482798658219
99,5,15999887,482798658219,7099576702,489898234921
100,6,2331,489898234921,3141284488,493039519409
101,5,2505,493039519409,2573879167,495613398576
102,6,2085,495613398576,6903086188,502516484764
103,4,2515,502516484764,9555025777,512071510541
104,4,15999595,512071510541,6109491595,518181002136
105,6,2105,518181002136,2320957315,520501959451
106,4,15999364,520501959451,4894278001,525396237452
107,1,2429,525396237452,954842308,526351079760
108,4,2795,526351079760,9217890457,535568970217
109,6,2569,535568970217,7853258002,543422228219
110,4,2323,543422228219,8358244222,551780472441
111,6,3471,551780472441,8562036505,560342508946
112,5,2761,560342508946,7311118448,567653627394
113,4,1451,567653627394,5010036609,572663664003
114,6,1966,572663664003,2757513199,575421177202
115,6,2771,575421177202,8273910798,583695088000
116,5,1858,583695088000,5092153671,588787241671
117,4,15999003,588787241671,9399223213,598186464884
118,5,15999602,598186464884,3713387827,601899852711
119,3,4596,601899852711,112985345,602012838056
120,6,4176,602012838056,9909138321,611921976377
121,4,2578,611921976377,5551137281,617473113658
122,4,15999478,617473113658,4248333608,621721447266
123,4,2807,621721447266,5929597833,627651045099
124,5,1489,627651045099,6437279114,634088324213
125,6,1071,634088324213,5005061604,639093385817
126,4,1361,639093385817,8442349801,647535735618
127,5,1173,647535735618,3032818842,650568554460
128,4,3285,650568554460,4224361424,654792915884
129,6,2884,654792915884,7360484072,662153399956
130,4,2979,662153399956,5690340204,667843740160
131,6,15999813,667843740160,2870116231,670713856391
132,6,1207,670713856391,6079905978,676793762369
133,5,3439,676793762369,5033187040,681826949409
134,4,2630,681826949409,5224055611,687051005020
135,1,2093,687051005020,904346359,687955351379
136,6,1896,687955351379,9334688074,697290039453
137,1,2879,697290039453,293809893,697583849346
138,5,1928,697583849346,8780975666,706364825012
139,6,1887,706364825012,8938564521,715303389533
140,4,2986,715303389533,4507347753,719810737286
141,5,15999374,719810737286,3331869123,723142606409
142,4,3343,723142606409,3190284382,726332890791
143,6,2714,726332890791,7041892061,733374782852
144,4,1418,733374782852,2859805314,736234588166
145,1,1713,736234588166,436545798,736671133964
146,1,1034,736671133964,620980763,737292114727
147,5,2110,737292114727,3114374682,740406489409
148,4,2121,740406489409,6179052071,746585541480
149,4,15999884,746585541480,7565267452,754150808932
150,6,2856,754150808932,7800202528,761951011460
151,5,2456,761951011460,6188923133,768139934593
152,4,1109,768139934593,4673956549,772813891142
153,6,2879,772813891142,8508500119,781322391261
154,4,2109,781322391261,2223322255,783545713516
155,6,3188,783545713516,8273934369,791819647885
156,5,1756,791819647885,2051879009,793871526894
157,4,1126,793871526894,4567127423,798438654317
158,3,2875,798438654317,409925721,798848580038
159,4,1093,798848580038,8731613086,807580193124
160,4,1147,807580193124,2328002051,809908195175
161,6,1283,809908195175,2207992180,812116187355
162,6,15999177,812116187355,802294702,812918482057
163,6,1864,812918482057,7796371935,820714853992
164,6,1179,820714853992,8494550868,829209404860
165,4,1698,829209404860,7748946836,836958351696
166,1,3483,836958351696,595278403,837553630099
167,5,1585,837553630099,4549394439,842103024538
168,4,1146,842103024538,9594845408,851697869946
169,4,2415,851697869946,5112146012,856810015958
170,4,1427,856810015958,8035911279,864845927237
171,4,2331,864845927237,4953902934,869799830171
172,6,1968,869799830171,7565845485,877365675656
173,2,2503,877365675656,1631560805,878997236461
174,6,3272,878997236461,9251767454,888249003915
175,6,1517,888249003915,2563103697,890812107612
176,4,2617,890812107612,3157382583,893969490195
177,5,2187,893969490195,7137383156,901106873351
178,4,2998,901106873351,4211540045,905318413396
179,4,1844,905318413396,9061815754,914380229150
180,3,2984,914380229150,1131717847,915511946997
181,6,15998606,915511946997,2597060469,918109007466
182,5,2469,918109007466,9841977714,927950985180
183,2,2234,927950985180,1548190231,929499175411
184,6,2534,929499175411,4323072775,933822248186
185,4,3461,933822248186,5285254868,939107503054
186,5,1896,939107503054,4437798598,943545301652
